Overall Qual,Overall Cond,Year Built,Total Bsmt SF,Total Liv Area,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Garage Area,SalePrice
5,7,1972,768,768,1,0,2,5,396,133000
7,5,2002,1569,1611,2,0,3,6,1231,250000
7,5,2002,840,1725,2,1,3,6,550,198500
8,5,1999,1462,1513,2,0,2,5,521,220000
7,5,1996,1504,1504,2,0,3,6,478,203000
7,5,1997,1417,1417,2,0,3,7,511,210000
7,5,1996,880,1716,2,1,2,7,512,191000
7,5,2001,1212,1212,2,0,3,6,573,178000
7,5,2000,1630,1630,2,0,3,6,451,213000
8,5,2007,1578,1602,2,0,3,7,810,293200
7,5,2004,864,1728,2,1,3,7,572,190000
7,5,2004,1500,1500,2,0,3,6,570,190000
6,5,2005,738,1476,2,1,3,7,540,173500
6,5,2007,608,1396,2,1,3,6,440,170000
4,5,1949,0,1126,2,0,2,5,520,108000
5,7,1964,1486,1486,1,0,3,7,480,167000
4,6,1938,816,816,1,0,2,3,288,100000
7,5,2003,0,1922,3,0,4,7,672,198500
6,6,1977,690,1426,1,1,3,6,440,159500
4,6,1960,1014,1149,1,0,3,7,544,127000
6,6,1976,1041,1125,1,0,3,6,352,125000
9,5,2007,1698,1698,2,0,3,8,768,320000
5,9,1947,698,698,1,0,2,4,0,118000
4,5,1959,876,876,1,0,3,5,320,85000
5,5,1950,1078,1368,1,0,3,6,195,120000
5,8,1922,864,864,1,0,2,4,0,99900
5,5,1956,1150,1560,1,0,2,7,313,103500
6,8,1920,684,1196,1,0,3,7,528,110000
5,6,1941,720,1298,1,0,3,6,256,122000
5,5,1941,984,1604,2,0,3,6,660,117000
5,4,1938,832,1268,1,1,3,7,250,160000
5,5,1932,793,1520,1,0,3,6,281,159434
6,7,1940,778,1489,2,0,3,7,240,139500
7,3,1920,824,3082,2,1,5,12,672,197000
6,6,1935,583,1242,1,1,3,6,180,105000
4,3,1928,1122,1981,2,0,4,7,576,135000
6,8,1916,816,1232,1,0,3,6,440,147500
6,6,1925,976,1608,2,1,3,7,216,137450
7,9,1936,560,1135,1,0,3,6,576,155000
6,6,1928,896,1913,1,1,3,9,342,177000
7,7,1928,861,1477,2,0,3,6,216,145000
7,8,1918,600,1228,1,0,3,6,215,137000
7,9,1926,1276,2080,1,1,3,9,282,234000
5,6,1940,840,1567,1,1,2,6,440,205000
5,7,1940,728,1308,1,1,2,7,256,160000
5,4,1960,1273,1273,1,0,2,5,307,155000
5,7,1921,876,964,1,0,2,5,432,163500
5,6,1921,731,1343,1,1,3,7,186,154900
5,6,1954,1112,1112,1,0,2,6,390,144800
7,7,1941,704,1564,1,1,3,7,234,174500
6,6,1960,1561,1561,2,0,3,6,463,193000
6,8,1950,1092,1152,1,0,3,6,300,158500
6,5,1954,1310,1906,1,1,3,6,576,224000
5,7,1920,672,1344,1,0,3,6,468,147000
8,5,2000,1107,2052,2,1,3,7,642,251000
7,5,2003,1434,2149,1,1,1,6,670,239686
7,5,2004,1710,1710,2,0,3,7,550,240000
6,5,2001,804,1961,2,1,3,7,560,215000
6,6,1977,902,926,1,0,2,5,351,156450
6,7,1977,957,1287,1,1,2,5,541,173000
5,5,1991,1582,1595,2,0,2,5,672,152000
7,5,1965,2136,2036,2,0,3,8,513,375000
9,5,2007,1620,1620,2,0,2,6,912,315500
7,5,2009,846,1692,2,1,3,6,650,224500
9,5,2008,2190,2036,2,0,3,9,780,410000
9,5,2008,1641,1641,2,0,3,7,885,316500
8,5,2007,1466,1466,2,0,3,7,610,201000
6,5,1988,1392,1412,2,0,3,6,576,175000
7,5,1987,1645,1479,2,1,3,7,578,213500
7,5,2003,912,2014,2,1,3,9,486,170000
9,5,2006,1838,1838,2,0,2,8,765,315000
9,5,2007,1978,1978,2,0,2,7,920,425000
5,7,1968,1008,1008,1,0,3,6,384,139500
5,4,1960,0,1771,1,0,3,9,336,115000
5,6,1968,864,874,1,0,3,5,288,130000
5,5,1969,1188,1404,2,0,3,7,504,160000
5,8,1972,796,796,1,0,2,4,336,131900
6,5,1993,384,1091,1,0,2,5,429,131250
5,6,1992,828,883,1,0,2,5,698,149000
5,5,1993,796,1362,1,1,1,5,480,143000
5,5,1992,624,1287,1,1,3,6,440,130000
5,7,1969,784,1632,1,1,4,7,898,173000
6,8,1958,1184,1414,1,0,3,6,601,176500
6,5,1969,952,2112,2,1,4,9,576,206900
6,5,1997,926,1604,2,1,3,7,470,187500
6,5,1995,680,1470,2,1,3,7,420,165000
6,5,1998,926,1604,2,1,3,7,472,195500
6,5,1998,943,1638,2,1,3,7,472,192000
5,5,1996,1348,1384,2,0,3,7,404,177900
7,5,1996,729,1446,2,1,3,6,406,175000
8,5,1997,1664,1682,1,1,1,6,528,247900
6,5,1997,926,1604,2,1,3,7,470,181000
6,5,1998,932,1633,2,1,3,7,460,183000
8,5,2005,1168,2500,3,1,5,9,683,355000
9,5,2005,1122,2504,2,1,4,11,656,325000
9,5,2004,1884,1884,2,0,2,7,670,387000
7,6,1986,791,2093,2,1,3,7,542,215000
7,6,1988,1675,1688,2,0,2,6,528,226500
6,6,1981,1422,1422,2,0,3,7,576,175500
7,5,1978,2048,2064,2,0,3,7,550,235000
7,5,1979,1782,1782,2,0,3,6,551,220000
6,5,1976,1211,1211,2,0,3,6,461,161000
7,6,1980,738,2044,2,1,3,7,489,185000
5,6,1969,720,1308,1,1,3,7,484,146900
6,5,1976,1193,1523,2,0,3,7,478,180000
6,5,1976,1444,1444,2,0,2,5,473,159900
7,6,1976,803,1964,2,1,4,8,483,205000
5,6,1973,1176,1178,1,1,3,5,439,157000
6,8,1969,1054,1054,1,1,3,6,460,151000
4,6,1969,936,936,1,0,2,4,288,111900
5,5,1971,864,864,1,0,3,5,576,123000
8,5,2008,1932,1932,2,0,2,7,774,394617
10,5,2007,1682,2332,2,1,3,9,846,426000
10,5,2007,2078,2084,2,0,2,7,1220,385000
9,5,2008,1452,2713,2,1,3,11,858,446261
8,5,2007,1582,1582,2,0,3,7,905,317500
8,5,2007,1710,1710,2,0,2,6,866,372402
8,5,2007,2418,2464,2,1,4,9,650,417500
9,5,2007,1950,1950,2,0,2,7,706,383000
9,5,2006,1850,2748,2,1,4,9,850,390000
10,5,2005,1620,2790,2,1,4,10,1150,460000
9,5,2005,1414,2331,2,1,3,9,1003,379000
8,5,2007,948,2088,2,1,4,10,656,250000
8,5,2004,1148,2332,2,1,4,9,756,316000
10,5,2003,2535,2470,1,1,1,7,789,615000
9,5,2003,1572,2668,2,1,3,10,726,412500
7,5,2003,998,2046,2,1,3,8,871,284000
8,5,2003,1603,1575,2,0,2,7,732,284000
8,5,2001,1479,2649,2,1,4,10,746,421250
8,5,2003,1765,2690,2,1,4,9,795,370000
7,5,2007,1266,1266,2,0,2,6,388,159895
7,5,2007,1146,1246,2,0,2,5,428,187687
6,5,2004,789,1515,2,1,3,8,393,179000
6,5,2004,839,1593,2,1,3,8,398,193000
7,5,2005,856,1166,2,0,2,5,400,190000
6,5,2005,728,1456,2,1,3,8,400,176000
6,5,2000,936,1792,2,1,3,8,451,186500
7,5,2000,982,1892,2,1,3,8,431,226750
7,5,2004,788,1490,2,1,3,8,388,184000
7,5,1999,1037,2322,2,1,4,8,400,225000
7,5,1999,831,1651,2,1,3,7,450,185900
8,5,1997,1173,2199,2,1,3,9,516,284500
8,5,1998,1470,2630,2,1,4,8,696,315000
8,5,2000,1145,2198,2,1,4,9,836,250000
8,5,1998,1982,2006,2,0,2,5,938,350000
7,5,1996,1064,2125,2,1,4,12,576,279500
8,6,1995,2109,2113,2,1,2,7,839,350000
7,5,1993,1311,2418,2,1,3,9,983,341000
7,5,1993,1080,2197,2,1,4,9,783,287500
7,5,1994,1223,2127,2,1,3,5,525,271000
8,5,1994,1986,1987,2,0,2,7,691,301500
8,5,2007,1580,1580,2,0,3,7,830,235128
6,5,2007,894,1933,2,1,4,9,668,214000
8,5,2006,1574,1574,2,0,3,7,824,232000
7,5,2006,1578,1578,2,0,3,7,642,240000
9,5,2008,1498,1506,2,0,2,6,592,264132
8,5,2007,1563,1563,2,0,3,6,758,245000
7,5,2008,1417,1428,2,0,3,6,554,227680
8,5,2007,1341,1861,3,0,3,7,851,257000
8,5,2007,955,1874,2,1,3,8,880,297900
8,5,2006,1460,1460,2,0,3,6,480,247000
8,5,2007,1363,1372,2,0,3,6,588,212700
7,5,2007,1372,1372,2,0,3,6,529,250580
7,5,2007,1428,1428,2,0,3,6,480,182000
7,5,2005,866,1768,2,1,3,7,603,226700
8,5,2003,1053,1992,2,1,3,9,648,250000
7,5,2005,1026,1958,2,1,3,9,936,250000
8,5,2007,1034,2078,2,1,3,8,836,339750
7,6,2007,813,1665,2,1,3,7,562,205950
8,5,2007,1660,1660,2,0,3,7,660,256000
7,5,2007,1218,1218,2,0,2,6,462,230348
6,5,2003,864,1728,2,1,3,7,673,207500
7,5,2004,1080,1080,1,0,3,6,0,141000
6,5,2003,835,1696,2,1,3,7,542,188000
7,5,2003,835,1663,2,1,3,8,478,192500
6,5,2005,1175,1175,1,0,3,6,0,146000
5,5,2004,1114,1114,1,1,3,6,576,159000
6,5,2003,1114,1114,1,0,3,6,576,155000
6,5,2004,798,1640,2,1,3,6,520,173000
7,5,2007,1162,1162,2,0,3,6,483,170000
6,5,1995,754,1609,2,1,3,6,525,182000
6,5,1993,886,1680,2,1,3,7,474,163000
6,5,1994,1408,1679,2,0,3,7,575,193500
7,5,1994,832,1657,2,1,3,6,483,189000
6,5,2001,827,1677,2,1,3,7,627,190500
7,5,1992,836,1737,2,1,3,7,506,175000
6,5,1993,832,1710,2,1,3,7,506,187000
5,5,1963,984,984,1,0,3,5,384,128000
5,8,1961,864,864,1,0,3,5,420,135000
5,5,1963,864,864,1,0,3,5,276,119916
6,8,1961,912,912,1,0,3,5,288,142000
6,5,1974,1430,1430,2,0,3,6,484,192000
5,4,1972,1001,1641,2,0,4,5,490,140000
9,5,1993,1848,2786,2,1,4,10,636,372500
7,5,2001,858,1789,2,1,3,7,546,223000
8,9,1976,1426,1671,3,0,3,6,550,290000
7,6,1970,1304,1682,2,0,3,7,530,174000
6,5,1968,1740,1740,1,1,4,8,512,150000
6,7,1971,1258,1258,2,0,3,5,528,145000
6,7,1974,1522,2614,2,1,4,9,624,240000
5,6,1968,732,1464,1,1,4,7,470,141000
5,8,1965,912,912,1,0,2,5,576,147000
5,7,1965,912,925,1,0,3,5,576,135000
6,6,1974,901,1876,2,1,4,8,540,185000
5,5,1956,0,1014,1,0,2,6,267,98000
4,6,1957,907,907,1,0,3,5,352,109008
5,6,1963,1120,1128,2,0,3,6,525,155000
6,5,1964,1425,1425,2,0,3,7,576,180500
6,7,1966,1127,1165,1,1,3,6,490,174900
6,6,1965,1136,1136,1,0,3,5,384,140000
6,7,1964,1092,1092,1,0,3,6,504,145000
5,8,1965,1219,1265,2,0,3,6,502,179900
6,5,1964,1248,1350,1,1,3,6,520,168500
5,5,1961,1114,1114,1,0,3,5,451,140000
5,7,1959,1053,1053,1,1,3,5,312,145500
6,6,1959,1252,1252,1,0,3,7,528,142000
3,6,1935,270,729,1,0,2,5,0,52000
4,7,1937,348,906,1,0,2,5,231,87000
5,6,1960,1296,1496,2,0,3,6,450,141500
6,5,1950,1032,1252,1,0,3,6,288,119000
5,8,1950,572,1337,1,0,3,7,264,141500
6,6,1955,992,1661,1,0,3,8,377,165500
5,5,1953,1036,1036,1,0,3,5,312,112900
6,5,1961,1362,1362,1,1,3,6,504,163000
5,6,1961,1144,1144,1,0,3,6,456,139950
6,9,1962,1319,1537,1,1,3,7,462,174000
6,5,1962,1099,1431,1,0,3,6,296,165000
6,7,1966,1104,1988,2,1,4,9,480,227000
5,5,1963,1144,1144,1,1,3,6,336,124000
5,7,1962,931,1283,1,0,3,6,506,140000
5,4,1957,1176,1176,1,0,3,6,292,136500
5,7,1959,1248,1440,2,0,2,7,480,185000
6,6,1958,1261,1261,1,0,3,6,433,163000
6,6,1958,1395,1570,1,0,3,5,441,166800
6,5,1956,1196,1196,1,0,2,6,297,139000
6,5,1957,1392,1392,1,1,3,6,458,166000
6,7,1958,1080,1080,1,0,3,5,288,136000
5,5,1956,1104,1104,1,0,3,5,384,133000
5,6,1952,720,882,1,0,2,4,240,116000
5,6,1953,1152,1152,1,1,3,6,636,137500
6,5,1957,998,1790,2,0,3,6,540,180000
5,7,1951,952,952,1,0,2,4,840,139000
5,5,1953,773,773,1,0,2,4,240,110000
5,3,1957,0,1764,2,1,4,7,301,100000
5,5,1947,832,1216,1,0,2,6,336,118500
5,8,1925,747,1159,1,0,3,5,288,114000
5,6,1945,913,1558,1,1,3,6,288,140000
4,7,1940,672,672,1,0,2,4,308,86900
5,5,1922,892,1436,1,0,3,7,1488,139000
6,6,1962,858,1716,1,1,4,8,490,171000
5,6,1968,912,1044,1,1,3,5,372,139000
7,7,1958,1312,1312,1,1,3,6,495,186000
7,7,1960,585,2069,2,0,4,9,505,242000
5,7,1953,105,910,1,0,3,5,414,116000
5,7,1951,876,876,1,0,2,5,576,94000
5,5,1950,0,1048,1,0,3,7,420,98300
5,5,1960,1075,1507,2,0,4,7,404,127000
5,6,1959,1256,1256,1,1,3,6,311,159000
5,5,1962,1027,1027,1,0,3,6,299,125900
5,6,1960,1269,1269,1,1,3,6,308,155000
6,6,1948,768,1320,2,0,3,5,576,138000
6,7,1954,936,984,1,0,2,4,280,112500
6,6,1954,832,832,1,0,2,4,528,105500
6,5,1954,854,1278,1,0,4,6,240,127500
5,6,1955,768,1588,1,1,3,6,480,150000
5,7,1954,825,825,1,0,2,4,350,109500
6,5,1963,780,1796,1,1,4,8,483,140000
6,6,1964,780,1611,1,1,4,7,442,167900
5,5,1963,1117,1117,1,0,3,6,264,136870
5,8,1904,650,1539,2,0,3,8,686,157500
5,7,1948,780,1323,1,0,3,6,400,122600
6,7,1920,1510,2792,2,0,5,8,520,256000
5,4,1940,672,672,1,0,2,4,256,64000
6,7,1915,728,1456,1,1,4,7,308,139500
7,5,2003,1362,2082,2,1,3,6,484,200000
4,6,1940,801,1656,2,0,2,8,440,119164
7,6,1920,931,1027,1,0,2,5,0,120000
5,9,1890,684,1080,1,0,3,5,0,95000
5,5,1948,789,789,1,0,2,5,250,115000
5,7,1948,924,1122,1,0,2,6,528,147000
5,6,1946,904,1499,1,0,3,5,869,140000
5,6,1957,928,928,1,0,3,5,288,112500
4,7,1954,901,901,1,0,2,4,281,107900
3,1,1949,448,1588,2,0,5,6,0,65000
7,9,1880,1470,3493,3,0,3,10,870,295000
5,8,1915,876,1416,1,1,4,7,720,153900
7,8,1920,624,1450,1,0,3,7,288,132000
5,7,1900,346,1017,1,0,2,5,308,114000
5,9,1905,572,1540,1,1,3,7,0,129400
7,9,1928,689,1378,2,0,3,7,360,161000
6,6,1914,742,1484,2,0,3,9,0,128000
10,9,1893,1237,2775,3,1,3,9,880,325000
7,7,1890,1313,2495,2,0,5,10,342,184000
5,6,1959,984,984,1,0,2,5,308,110000
5,5,1956,0,882,1,0,2,4,308,97000
4,6,1958,869,1093,1,0,2,5,308,115500
5,7,1928,1008,1143,1,0,2,5,288,138000
5,6,1930,742,935,1,0,2,4,308,79500
5,6,1924,784,784,1,0,2,5,0,109500
5,7,1941,672,1210,1,0,3,6,240,124000
6,9,1900,554,1290,1,1,3,6,200,106900
6,7,1940,981,1672,1,1,3,6,240,164900
5,7,1924,949,949,1,0,2,5,370,119000
6,7,1929,862,1158,1,0,3,5,208,120000
6,7,1937,825,1497,2,0,3,5,672,157000
6,5,1939,739,1342,2,0,2,7,240,105000
6,7,1926,992,1013,1,0,3,6,160,113000
5,7,1920,565,1216,1,0,3,6,355,115000
4,7,1929,704,1136,1,0,2,6,336,123000
5,7,1930,1078,1573,2,0,3,8,360,162900
7,5,1939,989,2009,2,0,4,7,400,150000
5,5,1923,1100,1902,2,0,4,7,576,123500
7,5,1931,952,1774,2,0,2,8,468,129900
6,8,1920,611,1362,2,0,3,6,502,128000
5,5,1948,672,1285,1,0,2,6,240,127000
6,7,1923,833,1848,1,1,4,8,370,207000
7,6,1925,1026,1820,2,0,4,8,240,184000
6,4,1915,810,1716,2,0,4,8,672,162500
6,7,1918,816,838,1,0,2,5,275,130000
6,8,1910,796,1609,1,0,3,7,228,127500
6,6,1952,768,1536,1,1,4,7,308,136000
6,6,1938,1272,1969,2,0,4,9,400,141000
6,7,1925,1040,1040,1,0,2,5,320,127500
6,6,1925,768,1236,2,0,3,6,384,127000
5,7,1955,825,825,1,0,2,4,720,125000
6,7,1920,901,1198,1,0,4,7,0,79900
5,8,1912,451,759,1,0,1,5,576,85000
6,7,1906,756,1469,1,0,3,7,216,135000
5,5,1968,952,1211,1,0,3,5,322,134000
5,5,1948,720,1271,2,0,4,7,312,135000
4,4,1959,0,1588,2,0,4,7,680,134432
5,5,1965,1040,1040,1,0,3,5,384,129500
6,5,1978,1008,1096,1,0,3,6,484,157500
5,7,1967,992,992,1,0,3,6,294,145000
5,7,1967,894,894,1,0,3,5,450,130000
5,8,1963,960,960,1,0,3,6,300,144900
6,8,1956,988,1188,1,0,1,4,621,185000
5,6,1958,533,1601,1,0,3,6,300,140000
5,8,1940,672,672,1,0,2,4,240,108000
5,7,1941,576,1350,1,1,2,6,627,152400
7,5,1977,1160,2022,2,1,4,8,505,192000
7,6,1979,1524,1524,2,0,3,7,478,245000
7,7,1954,1385,1363,1,0,2,5,439,241500
6,7,1959,1019,1357,1,0,2,5,312,177000
7,5,1948,570,1079,1,0,2,5,249,125600
6,5,1953,1094,1094,1,0,3,5,495,155000
6,8,1908,907,2358,3,0,5,10,360,240000
5,7,1940,1580,1518,1,0,2,5,0,260000
6,7,1918,1163,1674,2,0,4,8,396,185000
6,7,1935,1127,2108,2,0,4,7,540,235000
5,6,1956,1509,1509,1,0,3,6,322,159900
6,8,1962,621,1269,1,1,3,7,280,134500
5,8,1900,861,1367,1,0,4,7,384,119000
7,5,1990,1475,2329,2,1,4,10,514,262280
7,5,1994,1602,1626,2,1,3,7,534,226500
7,5,1996,672,2037,2,1,3,8,472,229000
7,5,2007,628,1356,2,1,3,6,484,177439
8,5,2007,1615,1615,2,0,3,7,864,248500
9,5,2008,2271,2276,2,0,3,7,1348,475000
9,5,2008,1751,1766,2,1,3,8,874,395039
7,5,1993,1080,2097,2,1,3,9,678,228000
6,5,1997,616,1688,2,1,4,8,603,200000
5,7,1994,990,990,1,0,3,5,528,155000
5,6,1995,1099,1099,1,1,3,6,352,144000
5,5,1994,990,990,1,0,3,5,672,145000
7,5,2000,782,1652,2,1,3,6,532,207500
7,5,1999,873,1790,2,1,3,7,588,193000
7,5,1998,880,1724,2,1,3,8,527,188000
7,5,1999,1468,1479,2,0,3,6,577,191000
7,5,2002,1494,1494,2,0,3,6,530,221000
7,5,2001,963,1792,2,1,3,7,564,231500
7,5,2000,928,1823,2,1,3,6,626,235000
7,5,2001,920,1786,2,1,3,6,608,223500
5,8,1977,985,985,2,0,3,6,328,149900
5,6,1975,864,1558,2,0,2,5,440,163000
5,6,1975,924,924,1,0,3,5,280,110000
5,7,1972,864,864,1,0,3,5,352,127000
5,7,1972,780,780,1,0,2,4,352,124900
8,5,2002,1777,1795,2,0,3,7,534,230000
8,5,2002,1128,2031,2,1,3,7,577,237000
8,5,1999,1004,1852,2,1,3,7,660,230000
7,5,1998,1153,2031,2,1,3,8,541,222500
7,5,2003,884,1768,2,1,3,8,543,224900
7,5,2003,1129,2327,2,1,4,9,596,240000
7,5,2003,798,1640,2,1,3,6,595,183000
8,5,1999,850,1764,2,1,3,7,560,207000
7,5,1994,915,1908,2,1,4,8,493,210000
6,5,1997,1478,1493,2,0,3,7,508,208900
7,5,2002,1536,1536,2,0,3,7,532,214000
7,5,2003,856,1710,2,1,3,8,548,208500
7,5,2004,1445,1445,2,0,3,6,470,186500
7,5,2004,1436,1436,2,0,3,8,484,210000
7,5,2004,770,1582,2,1,3,6,520,185900
8,5,2007,1234,1234,2,0,3,7,484,179900
7,6,2007,1564,1564,2,0,3,6,814,218836
7,5,2007,1351,1361,2,0,3,6,610,193000
7,5,2005,728,1456,2,1,3,7,410,189000
5,7,1910,796,796,1,0,2,4,0,85000
5,5,1966,1092,1092,1,0,3,6,264,123000
5,6,1965,1256,1256,1,1,3,6,276,147500
5,5,1976,456,1033,1,0,3,6,504,165000
6,6,1976,1127,1127,1,1,3,6,480,135000
5,6,1940,996,996,1,0,3,6,0,108000
4,5,1972,1138,1181,2,0,3,6,588,137500
7,5,2003,746,1656,2,1,3,7,397,165400
6,7,1976,684,1398,1,1,3,6,440,160500
4,5,2005,1132,1132,1,1,2,5,451,176000
5,7,1959,0,3820,3,1,5,11,624,284700
10,5,2008,6110,5642,2,1,3,12,1418,160000
5,7,1938,585,1053,1,1,2,5,0,120000
5,8,1947,0,1137,1,1,4,8,0,96000
4,5,1953,911,930,1,0,2,5,286,99000
5,6,1946,768,1200,1,0,3,6,240,130500
4,6,1954,941,1470,2,0,4,7,548,135000
5,7,1955,816,1393,1,1,3,8,300,135500
4,6,1954,416,1204,1,0,3,6,312,100000
4,7,1923,949,1292,1,1,3,6,205,108000
5,8,1939,720,2192,2,1,4,8,240,179500
6,5,1925,1181,1694,2,0,4,7,576,136500
7,8,1921,1228,1424,2,0,2,7,312,168000
5,6,1921,612,2601,3,1,4,8,621,189000
6,6,1926,644,1316,1,0,2,6,369,145000
6,7,1922,588,2555,2,0,3,11,672,191000
6,7,1915,840,1680,2,0,4,8,308,177000
6,6,1914,676,1264,1,0,3,6,400,147500
8,9,1925,798,1512,2,0,3,7,180,231000
6,5,1936,1064,1639,1,0,3,6,240,115000
7,6,1931,776,1502,1,1,3,6,270,149000
6,7,1934,715,1660,1,1,3,6,240,188700
8,6,1935,608,1873,1,1,4,9,786,257076
7,9,1950,832,2161,2,1,3,8,506,263400
5,5,1956,1898,1898,2,1,3,7,484,236500
6,8,1926,894,919,1,0,2,5,195,126000
6,8,1940,720,1090,1,0,3,5,240,120000
5,6,1940,740,778,1,0,2,4,924,120500
5,7,1930,780,1200,1,0,4,7,0,119000
5,5,1967,624,1656,1,1,3,7,288,126000
5,7,1930,520,912,1,0,2,5,360,99500
5,5,1958,1151,1955,2,0,4,7,356,165500
3,4,1935,894,894,1,0,2,6,1248,81000
4,6,1920,592,864,1,1,3,5,216,65000
6,6,1977,1096,1118,1,0,3,6,358,171000
6,6,1977,1196,1279,2,0,3,6,473,171500
4,5,1991,1680,1689,2,0,3,6,432,228500
8,5,2006,1518,1537,2,0,3,8,788,294000
8,5,2007,1638,1646,2,0,3,7,800,293077
8,5,2007,920,1780,2,1,3,6,612,264966
5,5,2006,352,1442,2,1,3,6,400,172500
5,5,2006,384,1394,2,1,3,7,400,167500
7,5,2008,796,1612,2,1,3,6,666,218689
6,5,1989,1495,1495,2,0,3,8,438,150000
6,5,1986,1606,1651,2,0,3,7,616,184000
6,5,1986,1256,1256,2,0,3,6,578,180000
6,5,1988,1461,1509,2,0,3,5,600,175000
8,5,2003,1432,1440,2,0,3,7,467,232500
8,5,2003,1482,2262,2,1,4,10,749,305000
8,5,2007,1884,1728,2,0,3,7,520,298751
8,5,2005,1964,1964,2,1,3,7,892,370000
5,5,2007,1092,1092,1,0,2,5,0,146000
4,5,1964,1200,1200,1,0,3,6,850,173000
5,5,1954,988,988,1,0,2,4,520,113000
5,7,1983,816,816,1,0,2,4,264,128500
5,5,1984,876,923,1,0,3,5,264,119500
5,9,1982,816,816,1,0,3,5,264,130500
5,8,1982,816,816,1,0,2,4,816,138000
5,6,1982,845,845,1,0,3,6,264,134500
6,7,1940,983,1750,2,0,4,7,423,160000
5,6,1984,864,889,1,0,3,6,484,137500
6,6,1971,1587,1587,2,0,3,7,525,167300
7,5,1970,1277,1277,1,0,2,5,526,167000
7,6,1973,2223,2223,2,0,3,8,516,244000
8,6,1970,2217,2217,2,0,4,8,621,268000
6,5,1997,916,1600,2,1,3,7,460,169000
6,5,1997,384,1384,2,1,3,7,390,161500
7,5,1996,691,1553,2,1,3,6,420,178750
7,5,1995,1237,1253,2,0,3,6,402,176000
6,5,1999,938,2299,3,1,5,7,482,204000
6,6,1964,1302,1128,1,0,3,6,480,154204
9,5,2005,1922,1922,2,0,3,8,676,377426
8,5,2005,1149,2541,3,1,4,10,729,349265
9,5,2006,2660,2338,2,1,4,8,1110,591587
8,6,2007,1419,1419,2,0,2,7,567,392000
8,5,2006,2220,2234,1,1,1,7,724,441929
10,5,2006,1742,2042,2,0,3,8,724,455000
6,7,1984,585,1868,3,1,3,7,477,178000
7,7,1981,725,1479,2,1,3,6,484,176000
7,6,1978,1529,1664,2,0,3,7,663,213000
7,5,1979,780,1930,2,1,4,9,481,192000
7,6,1977,808,1969,2,1,3,8,534,190000
6,6,1984,1153,1177,2,0,3,6,495,151500
7,6,1979,539,1725,2,1,3,6,550,197000
6,5,1979,1259,1353,2,0,2,5,478,192350
5,5,1969,780,1620,2,1,4,7,462,152000
6,5,1971,1625,1220,2,0,2,6,944,170000
5,6,1971,1484,1484,2,0,3,7,487,175000
6,6,1968,702,1743,1,2,3,7,539,175000
7,6,1976,1228,1324,2,0,3,5,585,174000
6,6,1974,1084,1877,2,1,4,8,488,178900
5,7,1971,372,1109,1,0,3,5,288,139000
5,6,1970,925,1422,1,0,3,7,576,155000
5,5,1970,914,914,1,0,3,5,368,133000
5,5,1971,950,950,1,0,3,5,280,119500
4,5,1971,858,872,1,0,3,5,480,123000
4,6,1971,864,864,1,0,3,5,528,120500
5,6,1966,988,988,1,0,3,5,360,129250
9,5,2006,1790,1816,2,0,3,7,730,356000
9,5,2007,1822,1828,2,0,3,9,774,314813
8,5,2007,1694,1694,2,0,3,7,818,318000
8,5,2006,1694,1694,2,0,3,7,856,322400
8,5,2007,1734,1734,2,0,3,7,928,318000
8,5,2007,2108,2122,2,1,2,7,938,345474
9,5,2006,2121,2121,2,1,3,8,732,415298
9,5,2007,1934,2656,2,1,3,8,1040,492000
8,5,2006,1108,2550,2,1,4,11,670,338931
10,5,2005,1994,2046,2,1,2,7,878,450000
7,5,2006,1063,2172,2,1,3,9,947,280000
9,5,2007,2552,2552,2,0,3,8,932,479069
8,5,2006,1935,1973,2,0,3,9,895,395000
9,5,2006,2153,2643,2,1,3,9,694,380000
8,5,2006,1626,1634,2,0,3,7,866,250000
8,5,2006,1976,1976,2,0,2,7,908,440000
9,5,2005,1704,2758,2,1,4,9,814,418000
10,5,2007,2320,2290,2,1,2,7,1174,500067
8,5,2007,1582,2152,2,1,3,7,728,260116
8,5,2004,1143,2473,2,1,4,9,852,317000
8,5,2007,918,2100,2,1,3,8,786,319500
8,5,2007,1582,2161,1,1,3,8,789,325624
9,5,2006,1802,1802,2,1,3,7,843,372000
8,5,2004,1706,2956,2,1,5,11,916,342000
8,5,2004,1136,2468,2,1,4,10,872,354000
8,5,2003,1317,2385,2,1,3,7,818,350000
8,5,2003,1181,2374,2,1,4,10,656,285000
7,5,2005,1614,1614,2,0,3,7,878,245700
8,5,2005,1721,1721,2,0,3,7,554,232698
8,5,2006,1298,1828,2,1,3,7,876,250000
6,5,2007,768,1496,3,0,3,7,572,181755
6,5,2005,768,1536,2,1,3,6,400,176000
6,5,2005,783,1484,2,1,3,8,393,178900
7,5,2006,608,1458,2,0,3,6,454,168165
6,5,2006,738,1495,2,1,3,7,440,171925
6,5,2006,698,1746,2,1,3,6,350,198444
6,5,2005,1326,1326,2,0,3,6,388,203000
7,5,2007,728,1456,2,1,3,8,400,179540
7,5,2007,1302,1302,2,0,3,6,436,176485
7,5,2007,1340,1340,2,0,3,6,396,181134
6,5,2006,616,1412,2,1,3,6,432,156932
6,5,2007,752,1504,2,1,3,6,440,166000
7,5,2007,728,1456,2,1,3,7,400,177594
